# Start timestamp: 1764596379351
# Start time: 01.12.2025 14:39:39.351
# Duration: 01:52.136
# Sensor insoles: Left SN12868, Right SN12869
# Size: 6
# Recording type: normal
# Name: jsing112-02
# Notes: 
# Tag: 
# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[-0.5...+0.5]	left center of pressure Y[-0.5...+0.5]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[-0.5...+0.5]	right center of pressure Y[-0.5...+0.5]
0.00	12.00	10.75	4.50	7.00	0.75	3.75	0.25	4.00	0.50	0.25	0.50	1.00	4.00	4.75	0.75	1.50	-0.276367	0.075195	0.977539	-10.780000	2.240000	-2.800000	634.00	-0.172797	-0.108709																									
0.01	12.00	9.75	4.75	6.75	0.75	4.00	0.25	4.00	0.25	0.25	0.50	1.25	4.00	5.00	0.25	1.75	-0.279785	0.070801	0.967285	-10.500000	1.540000	-2.660000	624.00	-0.171249	-0.109759																									
0.02	12.00	11.00	4.75	6.75	1.00	3.50	0.25	4.00	0.00	0.25	0.00	1.00	4.25	5.50	0.25	1.75	-0.284180	0.070801	0.974609	-10.290000	1.330000	-2.660000	629.00	-0.178330	-0.109003																									
0.03	12.00	10.75	4.75	7.00	1.00	3.50	0.25	3.75	0.25	0.25	0.00	1.00	4.25	5.75	0.50	1.50	-0.279297	0.065430	0.977051	-9.940000	1.120000	-2.520000	632.00	-0.172967	-0.103640																									
0.04	12.00	10.75	4.75	6.75	1.00	4.00	0.00	4.00	0.75	0.25	0.00	1.25	4.00	5.75	0.00	1.75	-0.277344	0.066406	0.970703	-8.750000	1.120000	-2.310000	639.00	-0.171528	-0.104749																									
0.05	12.75	10.25	4.75	6.75	0.75	3.75	0.25	4.00	1.00	0.50	0.00	0.75	4.50	5.75	0.25	1.75	-0.281250	0.066895	0.975098	-8.330000	1.120000	-2.100000	648.00	-0.165536	-0.097234																									
0.06	12.75	10.25	5.25	6.75	1.00	3.00	0.25	4.00	0.75	0.25	0.00	0.25	4.50	5.75	0.25	1.75	-0.279297	0.060547	0.962891	-7.630000	1.260000	-1.680000	636.00	-0.174066	-0.093247																									
0.07	12.00	9.75	5.25	6.75	1.00	3.00	0.25	4.00	0.50	0.00	0.00	0.50	3.75	6.00	0.25	1.00	-0.277344	0.065430	0.970703	-7.560000	0.980000	-1.680000	610.00	-0.177156	-0.092398																									
0.08	12.00	9.50	5.00	6.75	1.00	3.25	0.25	4.00	0.25	0.25	0.00	0.75	4.25	6.00	0.25	1.25	-0.277344	0.065918	0.971680	-7.070000	0.980000	-1.610000	616.00	-0.170459	-0.099583	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.385742	0.033203	0.940918	4.830000	9.800000	-40.389999	0.00	0.000000	0.000000
0.09	12.00	8.75	4.75	6.75	1.75	3.50	0.25	3.75	0.25	0.25	0.25	1.00	4.00	6.00	0.25	1.75	-0.279297	0.061035	0.962891	-6.650000	0.840000	-1.470000	619.00	-0.162464	-0.096862	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.382324	-0.012695	0.918945	5.460000	10.150000	-36.959999	0.00	0.000000	0.000000
0.10	11.75	9.50	5.25	6.75	1.75	3.75	0.25	4.00	0.50	0.50	0.25	0.75	4.00	6.00	0.25	1.50	-0.278809	0.058105	0.962891	-6.300000	0.770000	-1.330000	639.00	-0.163112	-0.095368	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.381348	-0.030273	0.908203	5.460000	10.850000	-36.049999	3.00	0.000000	0.000000
0.11	12.00	9.50	5.00	7.00	1.50	3.75	0.25	4.25	0.50	0.50	0.25	0.50	4.00	6.00	0.25	1.75	-0.279297	0.064941	0.969238	-5.810000	0.700000	-1.330000	642.00	-0.163925	-0.098210	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.385742	-0.053223	0.940918	5.530000	12.530000	-35.910000	0.00	0.000000	0.000000
0.12	11.75	9.50	5.25	7.00	1.50	3.75	0.25	4.25	0.50	0.50	0.50	1.00	4.00	6.00	0.25	0.50	-0.278320	0.059570	0.971191	-5.880000	0.630000	-1.260000	643.00	-0.164318	-0.097600	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.371094	-0.091309	0.985840	4.130000	11.900000	-38.709999	0.00	0.000000	0.000000
0.13	11.75	8.75	5.25	7.00	1.75	3.75	0.25	4.00	1.00	0.50	0.25	0.75	4.50	6.00	0.25	0.50	-0.279297	0.062012	0.960449	-5.530000	0.700000	-1.260000	641.00	-0.158415	-0.091687	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.367188	-0.095215	0.981934	3.360000	10.500000	-42.770000	0.00	0.000000	0.000000
0.14	11.75	9.50	5.00	6.75	1.75	3.75	0.50	4.00	1.00	0.50	0.00	0.50	4.00	6.50	0.25	1.00	-0.280762	0.054688	0.966309	-5.250000	0.700000	-1.120000	644.00	-0.158056	-0.086010	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.346680	-0.092285	0.984863	3.430000	8.190000	-47.180000	3.00	0.000000	0.000000
0.15	11.75	8.75	5.00	6.75	1.50	3.50	0.25	3.75	0.75	0.50	0.25	0.50	4.00	6.00	0.50	1.25	-0.286133	0.055176	0.968750	-4.970000	0.770000	-1.050000	621.00	-0.158690	-0.089691	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.349121	-0.088867	0.963867	3.360000	5.950000	-51.799999	0.00	0.000000	0.000000
0.16	12.00	8.75	5.25	6.75	1.50	3.75	0.25	3.75	0.75	0.75	0.00	0.50	4.25	5.75	0.50	1.75	-0.282227	0.054199	0.960449	-4.970000	0.560000	-1.050000	633.00	-0.158658	-0.091407	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.349121	-0.066406	0.956543	3.080000	5.460000	-55.230000	2.00	0.000000	0.000000
0.17	12.00	8.25	5.50	6.75	1.75	3.50	0.50	4.00	1.00	1.00	0.00	0.50	4.00	6.25	0.25	1.25	-0.276855	0.057129	0.963379	-5.040000	0.630000	-1.050000	642.00	-0.152446	-0.081196	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.333496	-0.033203	0.990234	3.780000	4.340000	-57.610001	2.00	0.000000	0.000000
0.18	12.75	8.75	4.75	7.00	1.25	3.50	0.50	3.75	1.25	0.25	0.00	0.50	4.00	6.50	0.25	1.50	-0.278809	0.055664	0.969238	-4.970000	0.630000	-1.050000	638.00	-0.157768	-0.081317	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.320801	-0.003906	0.978027	3.780000	2.240000	-58.170002	0.00	0.000000	0.000000
0.19	11.75	9.50	5.25	6.75	1.25	4.00	0.50	3.75	1.25	0.25	0.00	0.50	3.75	6.75	0.50	1.75	-0.271973	0.060059	0.960938	-4.480000	0.560000	-0.980000	647.00	-0.152319	-0.083342	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.320801	0.011719	0.980469	4.270000	0.140000	-58.029999	0.00	0.000000	0.000000
0.20	11.75	8.75	5.25	6.75	1.25	3.75	0.25	3.75	1.25	0.25	0.00	0.00	4.00	7.00	0.25	1.75	-0.283691	0.050293	0.966309	-4.480000	0.560000	-0.910000	629.00	-0.153236	-0.082098	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.308105	0.034180	0.942871	4.060000	-0.490000	-57.330002	2.00	0.000000	0.000000
0.21	12.00	8.25	5.00	6.75	1.25	3.25	0.25	3.75	1.25	0.25	0.25	0.00	3.75	7.00	0.25	1.75	-0.276855	0.053711	0.963867	-4.200000	0.630000	-0.840000	618.00	-0.151163	-0.078258	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.299805	0.020996	0.951172	3.640000	-1.400000	-56.209999	2.00	0.000000	0.000000
0.22	12.00	8.25	5.00	6.75	1.25	3.50	0.50	3.75	1.25	0.75	0.00	0.50	3.75	6.75	0.50	2.00	-0.274414	0.054688	0.959473	-4.130000	0.630000	-0.910000	636.00	-0.142949	-0.079120	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.294434	0.031250	0.962891	3.010000	-2.100000	-54.529999	0.00	0.000000	0.000000
0.23	11.75	8.75	5.25	6.75	1.50	4.00	0.50	3.75	1.25	1.00	0.00	0.75	3.75	7.00	0.50	1.25	-0.278320	0.056152	0.961914	-3.780000	0.630000	-0.840000	654.00	-0.142739	-0.078766	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.290527	0.066406	0.945801	3.990000	-3.080000	-52.290001	0.00	0.000000	0.000000
0.24	11.75	9.50	6.00	7.00	1.50	3.50	0.25	3.75	1.50	1.00	0.00	0.25	3.75	6.75	1.00	1.25	-0.277344	0.054688	0.965820	-3.640000	0.700000	-0.770000	664.00	-0.147588	-0.075503	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.281738	0.135254	0.928711	6.090000	-3.290000	-50.049999	0.00	0.000000	0.000000
0.25	11.75	8.75	5.50	7.00	1.50	3.50	0.25	3.50	1.50	0.50	0.00	0.25	3.25	6.75	0.75	1.50	-0.275879	0.055176	0.962891	-3.290000	0.490000	-0.700000	635.00	-0.151287	-0.072841	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.272949	0.094238	0.904785	10.920000	-3.080000	-45.150002	2.00	0.000000	0.000000
0.26	11.75	8.75	5.25	7.00	2.00	3.25	0.50	3.75	1.50	0.25	0.00	0.50	4.00	7.00	0.75	1.50	-0.282227	0.052734	0.967285	-3.010000	0.490000	-0.630000	653.00	-0.142799	-0.076394	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.268066	0.075684	0.941406	11.130000	-2.310000	-41.230000	2.00	0.000000	0.000000
0.27	11.75	8.50	5.00	6.50	1.75	3.25	0.50	4.00	1.75	0.75	0.00	0.75	3.75	7.00	0.50	1.50	-0.276367	0.054688	0.964844	-3.010000	0.560000	-0.560000	649.00	-0.135514	-0.074501	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.257812	0.072266	0.976562	9.100000	-2.800000	-36.750000	0.00	0.000000	0.000000
0.28	12.00	8.50	5.00	7.00	1.50	3.50	0.50	3.50	1.75	0.75	0.50	0.50	3.75	7.00	0.25	1.50	-0.282715	0.052734	0.959961	-2.590000	0.420000	-0.630000	650.00	-0.140528	-0.071909	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.245605	0.050293	1.003418	5.810000	-5.040000	-32.619999	0.00	0.000000	0.000000
0.29	11.75	8.50	5.50	7.00	1.50	3.50	0.50	3.00	2.00	1.00	0.25	0.75	4.00	7.00	0.25	1.75	-0.275879	0.057129	0.961426	-2.660000	0.560000	-0.700000	655.00	-0.136182	-0.067380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.239746	0.079590	1.001953	2.940000	-7.910000	-28.420000	0.00	0.000000	0.000000
0.30	11.25	8.75	5.25	6.75	1.25	3.50	0.50	3.50	2.25	1.25	0.25	0.75	3.75	6.75	0.25	1.75	-0.274902	0.050293	0.961426	-2.450000	0.490000	-0.700000	653.00	-0.131384	-0.071034	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.250000	0.118164	0.982422	1.750000	-10.640000	-25.059999	3.00	0.000000	0.000000
0.31	11.25	8.25	5.25	7.00	1.25	3.50	0.50	3.25	1.75	1.00	0.50	0.75	3.50	7.00	0.25	1.25	-0.275391	0.050781	0.962402	-2.310000	0.560000	-0.700000	636.00	-0.136470	-0.070112	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.262207	0.111816	0.942383	0.910000	-12.460000	-21.980000	3.00	0.000000	0.000000
0.32	11.75	8.25	5.00	6.50	1.50	3.25	0.50	3.25	1.50	0.75	0.50	1.00	3.50	7.00	0.25	1.00	-0.274414	0.055176	0.962891	-2.170000	0.560000	-0.700000	628.00	-0.140208	-0.069236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.266602	0.124512	0.967285	1.190000	-14.770000	-18.129999	0.00	0.000000	0.000000
0.33	12.00	8.25	5.25	6.50	2.00	3.25	0.50	3.50	1.50	0.75	0.25	0.75	3.25	7.00	0.50	1.50	-0.276855	0.052246	0.966797	-2.100000	0.560000	-0.700000	642.00	-0.140570	-0.067090	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.268066	0.125488	0.998047	1.540000	-17.500000	-15.540000	0.00	0.000000	0.000000
0.34	12.00	8.25	5.50	6.50	1.75	2.75	0.50	3.25	1.75	0.75	0.00	0.75	2.75	6.50	0.50	1.75	-0.281738	0.052246	0.957031	-2.170000	0.490000	-0.630000	625.00	-0.146667	-0.060068	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.262695	0.124023	1.024414	1.890000	-21.770000	-13.510000	0.00	0.000000	0.000000
0.35	11.75	9.50	5.00	6.50	1.50	3.00	0.50	3.50	2.00	0.75	0.25	0.75	3.00	6.75	0.50	1.25	-0.280762	0.049316	0.966797	-2.030000	0.490000	-0.560000	640.00	-0.144206	-0.065862	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.271484	0.077148	1.012207	0.630000	-27.230000	-12.250000	0.00	0.000000	0.000000
0.36	12.00	9.50	5.00	6.75	1.75	3.25	0.50	3.00	1.50	1.00	0.25	0.75	3.75	7.00	0.75	1.25	-0.277832	0.047852	0.966797	-1.750000	0.350000	-0.560000	652.00	-0.142533	-0.068691	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.286621	0.066895	0.948242	-1.120000	-30.590000	-12.110000	0.00	0.000000	0.000000
0.37	12.00	9.50	5.25	7.00	1.75	3.00	0.50	3.25	1.50	1.00	0.00	0.75	2.75	7.25	0.75	1.50	-0.281250	0.046387	0.968750	-1.540000	0.420000	-0.630000	651.00	-0.145911	-0.063587	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.303711	0.057129	0.895020	-1.050000	-30.940001	-13.020000	0.00	0.000000	0.000000
0.38	12.00	9.50	5.50	6.75	1.75	3.00	0.50	3.50	1.25	1.00	0.25	0.50	2.50	7.25	0.75	1.75	-0.274902	0.048828	0.962402	-1.260000	0.280000	-0.490000	650.00	-0.147101	-0.064416	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.334961	0.085938	0.875000	0.210000	-28.630001	-14.980000	0.00	0.000000	0.000000
0.39	11.75	9.50	5.25	6.75	2.00	3.00	0.50	3.00	1.50	1.00	0.25	0.50	2.50	7.25	0.75	1.25	-0.277832	0.050293	0.962402	-1.120000	0.490000	-0.490000	640.00	-0.147150	-0.058017	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.343750	0.101074	0.880371	1.400000	-26.530001	-15.890000	0.00	0.000000	0.000000
0.40	11.75	8.75	5.25	7.00	2.00	3.00	0.50	3.00	1.75	0.50	0.50	0.75	2.50	7.25	1.00	1.50	-0.274902	0.049316	0.969727	-0.840000	0.350000	-0.490000	643.00	-0.138924	-0.058771	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.340820	0.117676	0.894531	2.100000	-25.410000	-15.680000	3.00	0.000000	0.000000
0.41	12.00	8.25	5.75	7.00	1.50	3.00	0.50	3.00	1.25	0.25	0.25	0.75	2.75	7.25	0.50	1.75	-0.277832	0.052734	0.964844	-0.700000	0.490000	-0.490000	626.00	-0.149812	-0.062861	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.347168	0.131836	0.880371	2.100000	-24.780001	-14.770000	0.00	0.000000	0.000000
0.42	12.75	8.75	5.00	7.00	1.50	3.00	0.50	3.00	1.50	0.75	0.00	0.75	2.75	7.25	0.25	1.50	-0.279785	0.053223	0.964844	-0.700000	0.490000	-0.280000	633.00	-0.153280	-0.059622	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.349609	0.156738	0.853027	1.820000	-23.590000	-13.230000	3.00	0.000000	0.000000
0.43	11.75	8.75	5.25	7.00	1.75	3.00	0.50	2.50	1.50	1.25	0.00	1.00	2.75	7.00	0.75	1.50	-0.277344	0.052734	0.967285	-0.700000	0.560000	-0.490000	631.00	-0.142854	-0.058009	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.361328	0.183105	0.815430	2.870000	-21.070000	-10.990000	3.00	0.000000	0.000000
0.44	12.75	9.75	5.00	7.00	2.00	3.00	0.50	2.50	1.00	1.00	0.50	0.50	2.75	7.25	0.25	1.75	-0.275391	0.052734	0.966309	-0.700000	0.420000	-0.560000	641.00	-0.158876	-0.059056	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.379883	0.208984	0.783203	6.370000	-17.150000	-7.910000	0.00	0.000000	0.000000
0.45	12.75	8.75	5.75	7.00	2.00	3.25	0.50	2.75	0.75	0.75	0.00	0.50	2.50	7.00	0.25	1.75	-0.278320	0.052734	0.965332	-0.910000	0.560000	-0.700000	630.00	-0.166287	-0.059696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.399414	0.206543	0.750977	11.550000	-9.520000	-2.590000	0.00	0.000000	0.000000
0.46	13.00	9.50	6.00	7.00	2.00	3.25	0.50	2.75	1.00	0.50	0.00	0.50	2.50	7.25	0.75	1.75	-0.279785	0.050781	0.960938	-0.910000	0.630000	-0.560000	652.00	-0.163031	-0.057562	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.457520	0.328613	0.808105	18.549999	-3.360000	2.100000	5.00	0.000000	0.000000
0.47	13.00	10.25	5.75	7.00	1.75	3.00	0.50	2.75	1.00	0.50	0.00	0.50	2.75	7.00	0.50	1.50	-0.276855	0.047852	0.963379	-0.770000	0.630000	-0.630000	646.00	-0.170325	-0.060707	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.502441	-0.028809	1.076660	47.529999	-9.170000	12.810000	3.00	0.000000	0.000000
0.48	13.00	10.25	5.50	7.00	1.50	2.75	0.50	2.50	1.50	0.75	0.25	0.75	2.75	7.00	0.25	1.75	-0.280273	0.049316	0.962402	-0.910000	0.490000	-0.560000	648.00	-0.162576	-0.056400	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.674805	-0.097168	1.246094	41.930000	-13.020000	9.170000	5.00	0.000000	0.000000
0.49	13.00	10.75	5.25	7.00	1.75	2.25	0.50	2.50	1.00	0.75	0.25	0.50	2.00	7.00	0.25	2.00	-0.282715	0.046387	0.976562	-0.840000	0.630000	-0.560000	631.00	-0.172963	-0.054103	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.488770	0.022949	1.199707	33.599998	-28.910000	5.950000	2.00	0.000000	0.000000
0.50	12.75	8.75	5.50	6.75	1.50	2.75	0.50	2.50	1.00	0.50	0.00	0.25	1.50	6.75	0.25	1.75	-0.276855	0.051270	0.971191	-0.700000	0.630000	-0.560000	594.00	-0.175609	-0.048375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.366211	0.052246	0.999512	21.350000	-34.930000	5.880000	2.00	0.000000	0.000000
0.51	13.00	8.75	5.75	6.50	1.25	2.75	0.50	2.25	1.50	0.75	0.00	0.25	2.00	7.00	0.50	1.75	-0.278809	0.049805	0.968750	-0.700000	0.770000	-0.700000	609.00	-0.163269	-0.042462	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.298340	0.043945	1.032715	15.330000	-31.990000	6.860000	5.00	0.000000	0.000000
0.52	13.00	9.50	5.75	6.50	1.75	2.75	0.50	2.25	0.75	0.75	0.00	0.50	2.25	6.75	0.50	1.75	-0.277344	0.055664	0.966797	-0.630000	0.560000	-0.630000	615.00	-0.172487	-0.052115	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	-0.290527	0.049316	0.971680	9.660000	-28.490000	5.040000	12.00	0.000000	0.000000
0.53	13.00	9.50	5.75	7.00	2.00	2.75	0.50	2.50	1.00	0.50	0.00	0.00	2.25	6.50	0.25	2.00	-0.277832	0.048828	0.962891	-0.700000	0.490000	-0.770000	620.00	-0.178863	-0.053249	0.50	0.25	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	-0.304688	0.052246	0.976562	7.770000	-27.299999	3.500000	23.00	0.000000	0.000000
0.54	13.00	8.25	5.50	6.50	2.00	2.75	0.50	2.50	1.25	0.50	0.00	0.25	2.50	6.50	0.25	2.25	-0.273438	0.044434	0.961426	-0.630000	0.630000	-0.700000	608.00	-0.165375	-0.051370	0.75	0.25	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	-0.310059	0.052734	1.006836	5.040000	-26.389999	2.170000	30.00	0.000000	0.000000
0.55	13.00	8.75	5.75	7.00	2.00	2.75	0.50	2.00	1.25	0.75	0.25	0.25	2.50	6.75	0.50	1.75	-0.278320	0.050293	0.956543	-0.980000	0.420000	-0.770000	622.00	-0.165181	-0.046534	1.00	0.50	0.00	0.00	0.25	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	2.75	0.00	0.00	-0.299805	0.027344	0.991699	6.580000	-22.680000	2.240000	49.00	0.000000	0.000000
0.56	13.00	8.75	5.75	6.50	1.75	2.00	0.50	2.00	1.50	0.75	0.25	0.00	2.50	6.75	0.75	1.50	-0.277344	0.052734	0.962891	-1.260000	0.630000	-0.910000	606.00	-0.162224	-0.038409	1.00	0.75	0.00	0.50	0.50	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	3.25	0.50	0.00	-0.295898	0.035156	0.995117	6.160000	-18.690001	5.180000	71.00	0.064268	0.031842
0.57	13.00	8.75	5.75	6.25	1.75	1.75	0.50	2.00	1.75	0.75	0.25	0.25	2.50	6.75	1.00	1.75	-0.277344	0.047852	0.963867	-1.400000	0.700000	-0.980000	611.00	-0.153517	-0.036608	1.25	1.00	0.25	0.75	0.50	0.25	0.00	0.50	0.00	0.00	0.00	0.00	0.00	4.25	0.50	0.00	-0.284668	0.046875	0.998047	3.990000	-15.400000	6.370000	99.00	0.040758	0.009649
0.58	12.75	8.50	5.50	5.75	2.00	1.75	0.50	2.25	1.75	0.50	0.25	0.25	2.00	6.75	0.75	1.50	-0.275879	0.048340	0.968262	-1.610000	0.840000	-1.050000	592.00	-0.156597	-0.033682	1.75	1.50	0.25	1.00	0.50	0.25	0.00	0.50	0.00	0.00	0.00	0.00	0.00	5.25	1.00	0.00	-0.298828	0.058594	0.982422	-1.540000	-10.780000	5.040000	127.00	0.038860	0.009705
0.59	12.75	8.50	5.50	5.75	1.75	1.75	0.50	1.50	2.00	0.50	0.25	0.25	1.25	7.00	0.75	1.50	-0.281250	0.049316	0.963867	-1.680000	0.560000	-1.050000	575.00	-0.159033	-0.018378	2.00	2.25	0.50	1.00	0.75	0.50	0.00	0.75	0.00	0.00	0.00	0.00	0.25	5.25	0.50	0.00	-0.286621	0.065918	0.976074	-4.130000	-8.540000	3.220000	148.00	-0.020102	-0.015677
0.60	12.00	7.25	5.50	5.75	1.50	2.00	0.25	1.25	1.25	1.00	0.25	0.25	1.50	7.00	0.50	1.50	-0.275391	0.047363	0.966309	-1.540000	0.840000	-1.050000	540.00	-0.157915	-0.024427	2.75	3.50	0.75	1.00	1.00	0.50	0.00	0.75	0.00	0.00	0.00	0.00	0.25	6.25	0.00	0.00	-0.289062	0.053711	0.993164	-5.460000	-6.440000	2.100000	178.00	-0.063544	-0.005080
