# Start timestamp: 1764597025029
# Start time: 01.12.2025 14:50:25.029
# Duration: 01:51.971
# Sensor insoles: Left SN12868, Right SN12869
# Size: 6
# Recording type: normal
# Name: jsing112-04
# Notes: 
# Tag: 
# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[-0.5...+0.5]	left center of pressure Y[-0.5...+0.5]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[-0.5...+0.5]	right center of pressure Y[-0.5...+0.5]
0.10	6.50	5.25	3.50	3.50	1.25	4.00	0.25	5.25	1.50	0.75	1.50	2.50	5.00	5.50	0.25	3.25	-0.291504	0.058105	0.958008	-0.840000	0.700000	-0.420000	562.00	-0.054110	-0.133119																									
0.11	6.50	5.00	3.75	4.00	1.25	4.00	0.25	5.25	0.75	1.00	1.25	2.25	4.75	5.50	0.25	3.00	-0.294434	0.065918	0.954590	-0.770000	0.490000	-0.350000	551.00	-0.065592	-0.137009																									
0.12	6.50	5.00	3.25	4.00	1.50	3.75	0.25	5.25	0.75	1.00	0.75	2.50	4.75	5.50	0.25	2.50	-0.293945	0.061035	0.957520	-1.050000	0.560000	-0.350000	539.00	-0.067153	-0.137818																									
0.13	6.50	5.00	3.00	3.75	1.50	4.00	0.25	5.25	1.25	1.00	0.75	2.75	4.75	5.50	0.50	2.50	-0.296387	0.063965	0.960938	-1.120000	0.560000	-0.350000	549.00	-0.057160	-0.134500																									
0.14	6.50	5.00	3.50	4.00	1.00	4.25	0.25	5.25	1.25	1.25	1.00	2.25	4.75	5.50	0.75	3.00	-0.292480	0.063477	0.956543	-1.190000	0.350000	-0.280000	560.00	-0.055628	-0.133302																									
0.15	6.75	4.75	3.50	3.75	1.50	4.50	0.25	5.25	1.50	1.00	1.25	2.75	5.00	4.75	0.50	2.75	-0.293945	0.061035	0.964844	-1.260000	0.420000	-0.280000	567.00	-0.059434	-0.135082																									
0.16	6.50	5.25	3.75	4.00	1.75	4.50	0.25	5.25	1.50	1.25	1.25	3.00	5.25	4.25	0.25	2.75	-0.296875	0.058594	0.958496	-1.260000	0.350000	-0.350000	579.00	-0.065836	-0.138728																									
0.17	6.50	4.50	3.75	4.00	1.50	4.50	0.25	5.25	0.50	0.75	1.25	2.50	5.25	4.75	0.75	2.75	-0.289551	0.059082	0.959473	-1.120000	0.350000	-0.350000	553.00	-0.066131	-0.147335																									
0.18	6.50	5.00	3.50	4.00	1.25	4.00	0.25	5.25	0.75	1.00	0.50	2.50	5.00	5.00	0.50	3.00	-0.290039	0.056152	0.958984	-1.050000	0.420000	-0.420000	542.00	-0.068196	-0.143269																									
0.19	6.50	5.00	4.00	3.50	1.75	4.00	0.25	5.25	1.25	1.00	0.50	2.50	5.00	5.00	0.00	3.00	-0.289551	0.061035	0.955078	-1.120000	0.560000	-0.350000	550.00	-0.069356	-0.132772																									
0.20	6.75	5.00	3.50	3.75	2.25	4.00	0.25	5.25	1.25	1.00	0.75	2.50	5.00	5.50	0.50	2.00	-0.295898	0.064941	0.953613	-0.910000	0.560000	-0.350000	563.00	-0.064851	-0.127326																									
0.21	6.50	4.75	3.50	4.00	1.75	4.25	0.25	5.50	1.25	1.00	1.00	3.00	5.00	5.50	0.25	2.00	-0.287109	0.057129	0.955078	-0.840000	0.560000	-0.420000	568.00	-0.060360	-0.135420																									
0.22	6.50	5.00	3.50	4.50	1.50	3.75	0.50	5.25	1.00	1.25	1.25	2.75	4.75	5.50	0.25	2.00	-0.291016	0.057617	0.960449	-0.770000	0.630000	-0.350000	564.00	-0.063753	-0.130769																									
0.23	6.50	4.50	3.25	4.25	1.50	3.50	0.50	5.25	1.50	1.00	1.00	2.25	4.75	5.50	0.50	1.75	-0.292480	0.061035	0.957031	-0.630000	0.630000	-0.280000	547.00	-0.058121	-0.123689																									
0.24	6.50	5.00	3.50	4.00	1.75	4.00	0.50	5.25	1.75	1.00	1.00	2.25	5.00	4.75	0.75	3.25	-0.296387	0.057129	0.957031	-0.700000	0.840000	-0.140000	572.00	-0.056512	-0.128290	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	3.00	0.25	0.25	0.00	13.50	1.50	0.75	-0.692383	-0.110352	0.754395	-2.030000	-3.500000	0.700000	212.00	0.359938	0.129084
0.25	6.50	5.00	3.50	3.75	1.00	4.25	0.25	5.25	1.00	1.25	1.25	2.75	5.00	5.00	1.00	3.00	-0.286133	0.056152	0.960938	-0.630000	0.770000	-0.210000	563.00	-0.052805	-0.140651	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	3.00	0.25	0.00	0.00	13.50	1.75	0.25	-0.685059	-0.113281	0.761230	-2.030000	-3.570000	0.630000	209.00	0.362733	0.138347
0.26	6.50	5.00	3.50	3.50	1.25	4.25	0.25	5.25	0.50	1.50	1.25	2.25	5.25	5.25	0.50	2.75	-0.291016	0.059570	0.960449	-0.490000	0.770000	-0.350000	550.00	-0.060151	-0.141984	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.50	0.25	0.00	0.00	13.75	1.75	0.25	-0.679688	-0.111816	0.750000	-2.030000	-3.500000	0.700000	202.00	0.368638	0.138488
0.27	6.50	4.75	3.50	4.25	1.25	4.00	0.25	5.50	1.00	1.25	1.25	2.75	5.25	5.25	0.50	2.50	-0.291504	0.059570	0.957031	-0.700000	0.700000	-0.280000	567.00	-0.057221	-0.141230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.50	0.25	0.00	0.00	13.75	1.75	0.00	-0.687500	-0.114746	0.752930	-2.100000	-3.290000	0.630000	200.00	0.368710	0.141834
0.28	6.50	4.75	3.50	3.25	1.50	4.25	0.25	5.50	1.25	1.25	1.25	2.50	4.75	5.50	0.50	2.75	-0.285645	0.056641	0.956055	-0.700000	0.560000	-0.350000	560.00	-0.051381	-0.132050	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	2.50	0.00	0.00	0.00	13.50	1.25	0.00	-0.683594	-0.111816	0.756836	-2.030000	-3.080000	0.490000	193.00	0.367039	0.154323
0.29	6.50	5.00	3.50	3.25	1.25	4.25	0.25	5.50	1.75	1.25	1.25	2.00	4.75	5.50	0.50	2.50	-0.291016	0.061035	0.958496	-0.560000	0.560000	-0.350000	560.00	-0.052459	-0.125887	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	2.50	0.00	0.00	0.00	13.50	1.25	0.25	-0.687500	-0.113770	0.769043	-1.890000	-2.380000	0.560000	194.00	0.366976	0.150756
0.30	6.50	4.75	3.50	3.75	1.50	3.75	0.25	5.50	1.50	1.25	1.00	2.25	4.75	5.50	0.50	2.50	-0.292480	0.056641	0.958496	-0.560000	0.630000	-0.420000	557.00	-0.054733	-0.127691	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	2.50	0.00	0.00	0.00	13.50	1.50	0.00	-0.694336	-0.111816	0.756348	-1.820000	-2.170000	0.490000	196.00	0.367638	0.150864
0.31	6.75	4.75	3.50	4.00	1.75	4.50	0.50	5.50	1.50	0.75	1.00	2.50	5.00	5.50	0.25	2.50	-0.286133	0.060547	0.955078	-0.630000	0.490000	-0.350000	575.00	-0.061557	-0.129977	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.50	0.25	0.00	0.00	13.50	1.50	0.00	-0.685547	-0.112793	0.762207	-1.750000	-1.820000	0.560000	195.00	0.367605	0.144694
0.32	6.25	4.75	3.50	3.50	1.50	4.75	0.25	5.50	1.25	0.75	1.25	2.00	5.00	5.50	0.50	2.00	-0.292480	0.060547	0.958496	-0.700000	0.630000	-0.350000	553.00	-0.060018	-0.135561	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.50	0.25	0.00	0.00	13.50	1.00	0.25	-0.694824	-0.114258	0.763184	-1.960000	-1.260000	0.630000	191.00	0.366324	0.147943
0.33	6.50	5.00	3.25	3.50	1.50	4.50	0.25	5.50	1.25	1.00	0.75	2.25	5.25	5.50	0.75	2.00	-0.287598	0.062012	0.953613	-0.560000	0.700000	-0.280000	558.00	-0.058396	-0.136070	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.50	0.00	0.00	0.00	13.50	1.00	0.25	-0.695312	-0.113281	0.763184	-2.030000	-1.400000	0.840000	188.00	0.368458	0.151955
0.34	6.50	5.00	3.25	3.50	1.50	4.50	0.25	5.50	1.50	1.25	0.75	3.00	5.25	5.50	0.25	2.75	-0.294434	0.061035	0.951660	-0.560000	0.490000	-0.350000	571.00	-0.052327	-0.136835	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.75	0.00	0.00	0.00	13.25	1.25	0.00	-0.685059	-0.117188	0.752441	-1.960000	-1.610000	0.770000	186.00	0.368790	0.148048
0.35	6.50	4.75	3.50	3.50	1.75	4.25	0.25	5.50	2.00	1.00	1.00	2.50	5.25	4.75	0.00	3.00	-0.294922	0.060059	0.956543	-0.630000	0.420000	-0.350000	565.00	-0.057514	-0.132411	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.75	0.25	0.00	0.00	13.25	1.50	0.50	-0.689453	-0.112305	0.751953	-2.100000	-1.750000	0.980000	199.00	0.365126	0.136310
0.36	6.25	5.00	3.50	3.75	1.50	4.50	0.25	5.50	1.50	1.00	1.00	3.00	5.00	5.50	0.25	2.75	-0.291504	0.055176	0.957031	-0.770000	0.560000	-0.280000	572.00	-0.053938	-0.136860	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.75	0.00	0.00	0.00	13.50	1.50	0.25	-0.684570	-0.115234	0.750000	-2.310000	-2.030000	0.910000	189.00	0.371974	0.138937
0.37	6.50	4.75	4.00	4.75	1.50	4.50	0.25	5.50	1.25	1.25	1.00	2.75	5.00	5.50	0.50	2.50	-0.284180	0.064453	0.961914	-0.980000	0.560000	-0.210000	588.00	-0.061559	-0.135047	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.75	0.00	0.00	0.00	13.50	1.25	0.25	-0.683105	-0.111816	0.747559	-2.170000	-2.030000	0.770000	187.00	0.371421	0.142332
0.38	6.50	5.00	3.25	4.00	1.75	4.75	0.25	5.50	1.50	1.50	1.25	3.00	5.00	5.50	0.50	2.50	-0.299316	0.064453	0.960449	-0.910000	0.630000	-0.420000	591.00	-0.051171	-0.134237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.50	0.00	0.25	0.00	13.50	1.25	0.50	-0.686523	-0.111816	0.754883	-1.890000	-1.820000	0.490000	192.00	0.368631	0.135832
0.39	6.50	5.00	3.00	3.50	1.75	4.50	0.25	5.50	1.50	0.50	1.25	3.00	5.00	5.50	0.50	2.75	-0.290039	0.055176	0.957520	-0.980000	0.630000	-0.420000	569.00	-0.051760	-0.138180	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.75	0.00	0.00	0.00	13.25	1.25	0.25	-0.685547	-0.112305	0.755371	-2.030000	-1.820000	0.490000	191.00	0.366610	0.146831
0.40	6.50	4.75	3.25	3.25	1.50	3.75	0.25	5.50	2.00	0.50	1.50	2.25	5.25	5.50	0.50	2.75	-0.288574	0.056641	0.958984	-0.770000	0.560000	-0.490000	558.00	-0.045736	-0.128796	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.50	0.00	0.00	0.00	13.50	1.25	0.00	-0.688477	-0.114258	0.753418	-1.960000	-1.540000	0.490000	189.00	0.369131	0.152058
0.41	6.50	4.25	3.25	3.25	1.25	4.25	0.25	5.50	1.25	0.75	1.75	2.00	5.25	5.50	1.00	2.75	-0.294434	0.056152	0.958496	-0.840000	0.490000	-0.350000	554.00	-0.042682	-0.136438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	3.00	0.00	0.00	0.00	13.50	1.25	0.00	-0.693359	-0.120117	0.764648	-2.170000	-1.050000	0.490000	195.00	0.365388	0.149492
0.42	6.75	4.50	3.25	3.25	1.50	4.50	0.25	5.25	1.00	0.75	1.75	2.50	5.00	5.50	1.25	2.75	-0.288086	0.064941	0.958984	-0.910000	0.560000	-0.420000	564.00	-0.045333	-0.135717	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	3.00	0.00	0.00	0.00	13.50	1.50	0.50	-0.692871	-0.117188	0.753906	-2.310000	-0.910000	0.490000	201.00	0.365900	0.139355
0.43	6.25	4.50	3.25	3.50	1.75	4.25	0.25	5.50	1.25	0.75	1.50	2.50	5.00	5.50	0.50	2.75	-0.287109	0.063965	0.956543	-0.840000	0.490000	-0.350000	558.00	-0.049061	-0.137095	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.50	0.00	0.00	0.00	13.50	1.50	0.00	-0.692383	-0.114746	0.762695	-2.170000	-0.770000	0.490000	185.00	0.374095	0.143712
0.44	6.50	4.75	4.00	3.25	2.00	4.50	0.25	5.50	1.50	1.00	1.00	2.25	5.25	5.50	0.50	2.50	-0.290039	0.061523	0.954590	-0.840000	0.490000	-0.350000	574.00	-0.056416	-0.128340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.50	0.25	0.00	0.00	13.75	1.50	0.00	-0.689941	-0.116699	0.759277	-2.590000	-0.630000	0.490000	190.00	0.372346	0.140228
0.45	6.50	4.50	3.25	4.00	1.50	4.50	0.25	5.50	1.50	1.25	1.00	2.50	5.25	5.50	0.25	2.50	-0.290527	0.059082	0.959473	-0.910000	0.490000	-0.350000	568.00	-0.053895	-0.135330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.75	0.25	0.00	0.00	13.75	1.50	0.25	-0.692871	-0.118652	0.756348	-2.800000	-0.770000	0.490000	198.00	0.368262	0.138159
0.46	6.50	4.75	3.00	3.50	1.25	4.75	0.50	5.75	1.50	1.00	1.25	3.00	5.25	5.50	0.25	3.00	-0.287109	0.060547	0.955078	-0.770000	0.490000	-0.350000	578.00	-0.046149	-0.139992	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	0.25	0.00	0.00	13.50	1.75	0.00	-0.695312	-0.116211	0.761719	-2.870000	-0.840000	0.350000	197.00	0.368576	0.134336
0.47	6.50	5.00	3.25	3.25	1.75	4.50	0.25	5.75	1.00	1.00	1.00	2.75	5.25	5.50	0.50	3.00	-0.289551	0.061035	0.959473	-0.840000	0.420000	-0.350000	570.00	-0.053051	-0.142631	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.75	0.50	0.00	0.00	13.50	1.75	0.00	-0.687500	-0.111328	0.748535	-3.080000	-1.120000	0.280000	197.00	0.368352	0.131714
0.48	6.75	5.00	3.25	4.00	2.00	4.75	0.25	5.50	1.25	1.25	1.00	3.00	5.25	5.50	0.50	2.75	-0.290039	0.058105	0.962891	-0.700000	0.140000	-0.210000	591.00	-0.055924	-0.137347	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.50	0.00	0.00	0.00	13.50	1.50	0.00	-0.688965	-0.113281	0.749023	-3.220000	-1.610000	-0.140000	189.00	0.371861	0.146186
0.49	7.50	5.00	3.50	4.00	1.75	4.75	0.25	5.50	1.00	1.25	1.50	2.75	5.25	5.50	0.25	3.00	-0.290527	0.060059	0.953613	-0.770000	0.490000	-0.210000	598.00	-0.063214	-0.135890	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.75	0.00	0.00	0.00	13.50	1.25	0.25	-0.693848	-0.113770	0.750977	-2.870000	-1.540000	-0.350000	190.00	0.369254	0.144813
0.50	6.50	4.75	3.50	4.25	1.50	4.75	0.25	5.75	1.00	1.25	1.50	3.00	5.25	5.50	0.50	3.50	-0.291504	0.054688	0.952637	-0.700000	0.490000	-0.210000	597.00	-0.050060	-0.145019	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.75	0.00	0.00	0.00	13.50	1.25	0.00	-0.689941	-0.116699	0.747070	-2.660000	-1.820000	-0.490000	192.00	0.367232	0.150756
0.51	6.75	5.00	3.75	4.00	2.00	4.75	0.25	5.75	1.00	1.25	1.50	3.00	5.50	5.50	0.25	3.00	-0.291016	0.062500	0.964355	-0.840000	0.350000	-0.280000	605.00	-0.057219	-0.141000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.75	0.00	0.00	0.00	13.25	1.25	0.25	-0.691895	-0.113281	0.756348	-2.170000	-1.610000	-0.490000	191.00	0.366610	0.146831
0.52	6.75	5.25	3.50	4.00	1.75	4.75	0.25	5.75	0.25	1.25	1.50	3.00	5.25	5.50	0.25	2.50	-0.288086	0.060547	0.956543	-0.910000	0.210000	-0.350000	585.00	-0.066108	-0.148801	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.75	0.00	0.00	0.00	13.25	1.25	0.25	-0.700684	-0.118164	0.763672	-1.890000	-1.330000	-0.490000	188.00	0.368712	0.144405
0.53	6.50	5.25	3.25	3.50	1.50	4.75	0.25	5.75	0.50	1.25	1.50	3.00	5.25	5.50	0.25	2.50	-0.292480	0.061035	0.959473	-0.770000	0.280000	-0.280000	574.00	-0.058753	-0.149002	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.75	0.00	0.00	0.00	13.25	1.25	0.00	-0.692383	-0.118164	0.762695	-1.610000	-1.190000	-0.070000	186.00	0.368790	0.148048
0.54	6.50	5.00	3.75	3.75	1.75	4.75	0.25	5.75	1.00	1.50	2.00	3.00	5.50	5.50	1.00	3.00	-0.288086	0.064453	0.958984	-0.770000	0.420000	-0.280000	613.00	-0.043619	-0.140725	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.50	0.00	0.25	0.00	12.75	1.50	0.25	-0.696777	-0.123535	0.760254	-1.540000	-0.700000	0.280000	186.00	0.367649	0.134484
0.55	6.50	5.00	3.75	4.00	1.75	4.75	0.25	5.75	1.00	1.50	1.75	3.00	5.25	5.50	0.25	2.25	-0.291016	0.057617	0.956055	-0.770000	0.420000	-0.350000	598.00	-0.056465	-0.139560	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.50	0.00	0.00	0.00	13.00	1.00	0.25	-0.699707	-0.123535	0.772949	-2.100000	0.070000	0.490000	176.00	0.371835	0.146308
0.56	6.50	5.00	3.25	4.25	1.75	4.75	0.25	5.50	1.25	1.50	2.25	3.00	5.25	5.50	0.00	2.00	-0.294922	0.060547	0.958496	-1.050000	0.350000	-0.420000	595.00	-0.054474	-0.137701	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.50	0.00	0.00	0.00	12.50	0.75	0.00	-0.697754	-0.118164	0.780762	-2.590000	0.350000	0.700000	167.00	0.370184	0.153422
0.57	6.50	5.00	3.00	4.00	1.75	5.00	0.25	5.75	1.50	1.50	1.50	3.00	5.25	5.75	0.50	2.25	-0.287109	0.061523	0.956543	-1.400000	0.280000	-0.490000	601.00	-0.047351	-0.137392	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.75	0.00	0.00	0.00	12.50	1.00	0.00	-0.705078	-0.111328	0.774902	-2.520000	0.910000	0.490000	162.00	0.377688	0.153965
0.58	6.50	5.00	3.50	3.75	1.75	5.00	0.25	5.75	2.00	2.25	1.50	3.00	5.50	5.50	0.25	3.00	-0.292480	0.059082	0.956055	-1.470000	0.280000	-0.420000	621.00	-0.040973	-0.131162	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.75	0.00	0.00	0.00	12.00	1.00	0.25	-0.706543	-0.112793	0.784668	-2.170000	1.750000	0.210000	158.00	0.376472	0.148889
0.59	6.75	4.75	3.50	3.75	1.75	4.50	0.25	5.50	1.50	2.25	2.00	3.00	5.50	5.50	0.50	3.00	-0.288086	0.057617	0.955078	-1.680000	0.210000	-0.560000	613.00	-0.039095	-0.131126	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	1.75	0.00	0.00	0.00	12.25	1.00	0.25	-0.714355	-0.104492	0.781738	-2.030000	3.010000	-0.350000	164.00	0.374374	0.152027
0.60	6.75	4.75	3.50	4.00	1.75	4.75	0.25	5.75	1.25	2.00	2.25	3.25	5.25	5.50	0.25	2.00	-0.290039	0.060547	0.958008	-1.680000	0.140000	-0.350000	611.00	-0.048070	-0.135222	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	12.00	1.00	0.00	-0.711914	-0.101074	0.774414	-1.470000	4.130000	-0.840000	160.00	0.374221	0.151670
0.61	6.75	4.75	4.00	4.25	2.00	5.00	0.25	5.75	1.50	2.50	2.00	2.75	5.25	5.50	0.50	3.00	-0.292480	0.061035	0.955078	-1.540000	0.350000	-0.350000	636.00	-0.045543	-0.129181	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.50	0.00	0.00	0.00	12.25	1.25	0.00	-0.720215	-0.115723	0.791016	-1.120000	7.070000	-1.610000	156.00	0.383007	0.148145
0.62	6.50	5.25	4.25	4.25	2.00	5.00	0.25	5.75	1.75	2.00	2.25	2.75	5.25	5.50	0.50	3.50	-0.294922	0.060059	0.955566	-1.610000	0.280000	-0.280000	645.00	-0.045695	-0.129731	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.50	0.25	0.00	0.00	12.25	1.00	0.25	-0.713867	-0.114746	0.789551	-0.840000	8.610000	-1.890000	157.00	0.379468	0.143184
0.63	6.50	5.00	4.25	4.00	2.25	5.00	0.50	5.75	1.50	1.50	1.75	3.00	5.50	5.75	0.25	2.75	-0.289062	0.057617	0.962891	-1.820000	0.280000	-0.490000	632.00	-0.050635	-0.129742	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.50	0.25	0.00	0.00	11.25	1.00	0.25	-0.708984	-0.113770	0.781738	-0.280000	10.430000	-1.820000	144.00	0.380355	0.137706
0.64	6.50	4.75	3.25	4.25	2.00	5.00	0.50	5.75	1.25	1.50	1.75	3.00	5.50	5.50	0.50	2.50	-0.292969	0.057617	0.953125	-1.750000	0.140000	-0.350000	612.00	-0.048039	-0.138215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.75	0.25	0.00	0.00	11.00	1.25	0.00	-0.714844	-0.121094	0.788086	0.210000	12.950000	-2.030000	146.00	0.377880	0.135904
