# Start timestamp: 1764596763263
# Start time: 01.12.2025 14:46:03.263
# Duration: 01:53.465
# Sensor insoles: Left SN12868, Right SN12869
# Size: 6
# Recording type: normal
# Name: jsing112-03
# Notes: 
# Tag: 
# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[-0.5...+0.5]	left center of pressure Y[-0.5...+0.5]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[-0.5...+0.5]	right center of pressure Y[-0.5...+0.5]
0.34	3.75	1.75	1.00	1.00	0.50	1.50	0.00	3.75	0.25	0.50	0.00	1.25	4.00	5.50	1.00	0.75	-0.275879	0.067383	0.964355	-0.980000	0.560000	-0.420000	299.00	0.012204	-0.142072	0.75	0.75	0.50	1.50	0.25	2.50	0.00	3.00	0.00	0.00	0.00	1.25	4.25	6.25	0.25	0.25	-0.283203	0.079102	0.970703	-1.540000	-2.730000	1.260000	240.00	0.069128	-0.185570
0.35	3.75	1.25	1.00	0.75	0.50	1.50	0.00	3.50	0.25	0.75	0.00	1.25	3.50	5.50	1.25	0.50	-0.278809	0.065918	0.962402	-0.840000	0.420000	-0.350000	286.00	0.025094	-0.128353	0.50	0.75	0.75	1.50	0.25	2.50	0.00	3.00	0.00	0.00	0.00	1.25	4.25	6.25	0.25	0.00	-0.284668	0.072754	0.973633	-1.540000	-2.590000	1.330000	238.00	0.068644	-0.184753
0.36	3.75	1.75	1.25	0.75	0.25	1.50	0.00	3.00	0.25	0.50	0.25	1.00	3.50	5.50	1.00	0.50	-0.274902	0.063965	0.963379	-1.050000	0.490000	-0.350000	277.00	0.010618	-0.121368	0.50	1.25	0.25	1.50	0.25	2.50	0.00	3.25	0.00	0.00	0.00	1.00	5.00	6.25	0.50	0.00	-0.284180	0.076660	0.972168	-1.470000	-2.660000	1.260000	248.00	0.070824	-0.199988
0.37	3.50	1.75	1.25	1.00	0.50	1.50	0.00	3.00	0.25	0.50	0.00	1.00	4.00	5.50	0.75	0.75	-0.278809	0.069824	0.965820	-0.910000	0.560000	-0.420000	281.00	0.008414	-0.130016	1.00	1.50	0.25	1.50	0.25	2.00	0.00	3.25	0.00	0.00	0.00	1.25	4.50	5.75	0.50	0.50	-0.283691	0.076660	0.985840	-1.540000	-2.660000	1.330000	247.00	0.057127	-0.195389
0.38	3.75	2.00	1.25	0.75	0.50	1.00	0.00	3.25	0.75	0.75	0.25	1.25	3.00	5.50	0.75	0.75	-0.278320	0.061523	0.964844	-0.840000	0.630000	-0.280000	288.00	0.014090	-0.106518	1.50	1.50	0.25	1.50	0.25	2.50	0.00	3.25	0.00	0.00	0.00	1.50	4.00	6.25	0.50	0.25	-0.284180	0.077637	0.973633	-1.470000	-2.590000	1.120000	260.00	0.046586	-0.179504
0.39	4.00	2.50	1.50	0.75	0.50	1.00	0.00	3.25	0.25	1.00	0.50	1.00	3.50	5.50	1.00	0.50	-0.275879	0.066406	0.963867	-0.700000	0.560000	-0.350000	300.00	0.001116	-0.113553	1.25	1.50	0.50	1.50	0.25	2.50	0.00	3.25	0.00	0.00	0.00	1.25	4.00	6.50	0.75	0.00	-0.283691	0.074219	0.972656	-1.330000	-2.730000	1.260000	261.00	0.051476	-0.173213
0.40	3.75	2.00	2.00	0.75	0.50	1.75	0.00	3.50	0.25	1.00	0.25	1.00	3.75	5.50	0.50	0.25	-0.276855	0.066895	0.960449	-0.700000	0.630000	-0.280000	304.00	-0.008461	-0.121461	1.25	0.75	0.50	1.50	0.50	2.25	0.00	3.00	0.00	0.00	0.00	1.75	4.00	6.50	0.50	0.25	-0.282227	0.077148	0.980469	-1.330000	-2.450000	1.260000	254.00	0.068080	-0.170510
0.41	4.50	1.25	1.50	1.00	0.50	1.50	0.00	3.50	0.50	0.75	0.25	1.25	3.00	5.50	0.25	0.50	-0.273438	0.061523	0.963867	-0.630000	0.560000	-0.280000	294.00	-0.008960	-0.109415	1.50	1.00	0.00	1.50	0.25	2.50	0.00	3.25	0.25	0.00	0.00	1.75	4.25	6.50	0.50	0.25	-0.283203	0.072754	0.972168	-1.330000	-2.520000	1.330000	263.00	0.068018	-0.177348
0.42	4.50	2.00	1.50	1.00	0.25	1.00	0.00	3.25	0.50	0.50	0.25	1.25	3.25	5.50	0.00	0.50	-0.273926	0.067871	0.963867	-0.770000	0.560000	-0.350000	285.00	-0.020711	-0.110092	1.50	1.50	0.00	1.75	0.25	2.50	0.00	3.25	0.25	0.00	0.00	1.25	4.50	6.50	0.50	0.25	-0.281738	0.078125	0.971680	-1.190000	-2.590000	1.260000	268.00	0.052807	-0.177637
0.43	3.50	1.75	2.00	1.00	0.00	1.00	0.00	3.25	0.50	0.50	0.50	1.00	3.50	5.50	0.25	0.25	-0.272461	0.064453	0.962402	-0.770000	0.560000	-0.420000	278.00	-0.001636	-0.115715	1.25	1.50	0.25	1.75	0.25	2.25	0.00	3.25	0.00	0.00	0.00	1.50	4.50	6.50	0.50	0.25	-0.280273	0.075684	0.972168	-1.330000	-2.520000	1.400000	264.00	0.055254	-0.183945
0.44	3.50	1.75	2.00	1.50	0.25	1.50	0.00	3.25	0.25	0.50	0.25	1.00	3.75	5.75	0.75	0.50	-0.269043	0.065918	0.963867	-0.700000	0.560000	-0.420000	298.00	-0.002664	-0.124719	1.50	1.25	0.25	1.75	0.25	2.25	0.00	3.25	0.00	0.00	0.00	1.75	4.25	5.75	0.25	0.50	-0.284668	0.077148	0.978027	-1.330000	-2.660000	1.260000	257.00	0.043625	-0.191275
0.45	5.00	2.00	2.00	0.50	0.25	1.00	0.00	3.50	1.00	0.50	0.00	1.00	4.00	5.75	0.50	0.75	-0.273438	0.064453	0.964355	-0.700000	0.490000	-0.350000	313.00	-0.008044	-0.099504	1.50	1.50	0.00	1.25	0.00	2.50	0.00	3.25	0.00	0.00	0.00	1.75	4.50	5.50	0.50	0.25	-0.284668	0.074219	0.973145	-1.330000	-2.660000	1.260000	252.00	0.050410	-0.201569
0.46	3.75	2.00	1.25	0.50	0.50	1.00	0.00	3.75	1.00	0.25	0.00	0.50	3.50	5.50	0.25	0.75	-0.275391	0.066406	0.960449	-0.700000	0.420000	-0.280000	278.00	0.001365	-0.112909	1.25	1.25	0.25	1.25	0.00	2.50	0.00	3.25	0.25	0.00	0.00	1.25	4.00	5.75	0.75	0.25	-0.286621	0.072266	0.979004	-1.400000	-2.590000	1.400000	248.00	0.061025	-0.182968
0.47	5.00	2.00	1.00	0.75	0.50	1.00	0.00	3.25	0.75	0.25	0.25	0.50	3.00	5.50	0.50	1.00	-0.270508	0.067383	0.965820	-0.770000	0.630000	-0.350000	283.00	-0.016392	-0.096847	1.50	1.25	0.50	1.25	0.25	2.25	0.00	3.00	0.00	0.00	0.00	1.50	4.00	5.75	0.25	0.00	-0.286621	0.077148	0.971680	-1.400000	-2.590000	1.260000	242.00	0.041840	-0.178072
0.48	4.50	1.75	1.00	0.50	0.50	1.50	0.00	3.75	0.25	0.25	0.00	1.00	3.25	5.50	0.25	0.75	-0.273438	0.066895	0.959961	-0.770000	0.630000	-0.350000	280.00	-0.014426	-0.126977	1.25	1.00	0.50	1.25	0.00	2.50	0.00	3.25	0.00	0.00	0.00	1.50	4.75	5.75	0.25	0.25	-0.282227	0.071777	0.971680	-1.400000	-2.660000	1.330000	249.00	0.055848	-0.197901
0.49	4.25	1.25	1.25	0.50	0.25	1.50	0.00	3.50	0.25	0.50	0.00	1.25	2.75	5.50	0.25	0.75	-0.274414	0.066895	0.961914	-0.840000	0.560000	-0.420000	269.00	-0.002591	-0.118198	1.50	1.00	0.00	1.50	0.00	2.50	0.00	3.25	0.00	0.00	0.00	2.00	4.25	5.75	0.50	0.25	-0.284668	0.079590	0.976562	-1.470000	-2.590000	1.330000	253.00	0.059732	-0.197708
0.50	3.75	2.00	1.25	0.75	0.25	1.75	0.00	3.25	0.75	0.25	0.25	1.25	3.50	5.50	0.50	0.75	-0.264160	0.062988	0.963379	-0.770000	0.630000	-0.420000	290.00	0.004602	-0.122733	1.50	1.25	0.00	1.50	0.25	2.75	0.00	3.25	0.00	0.00	0.00	1.75	4.25	6.50	0.50	0.25	-0.283691	0.072754	0.977539	-1.400000	-2.520000	1.190000	265.00	0.058401	-0.184407
0.51	3.50	2.00	1.00	1.00	0.50	1.75	0.00	3.25	0.50	0.25	0.50	1.00	3.75	5.50	0.25	0.75	-0.272949	0.069824	0.971680	-0.910000	0.490000	-0.350000	286.00	0.001426	-0.132788	1.75	1.25	0.50	1.75	0.50	2.25	0.00	3.25	0.00	0.00	0.00	1.50	4.25	6.50	0.50	0.00	-0.284180	0.077148	0.979980	-1.400000	-2.590000	1.120000	270.00	0.041742	-0.169018
0.52	5.00	2.50	1.00	0.75	0.25	1.75	0.00	3.25	0.50	0.00	0.50	0.75	3.75	5.50	0.50	1.00	-0.270020	0.065430	0.964355	-0.630000	0.420000	-0.350000	300.00	-0.022899	-0.121425	2.00	1.00	0.50	1.25	0.50	2.25	0.00	3.25	0.00	0.00	0.00	1.50	4.25	6.50	0.75	0.00	-0.286133	0.075684	0.982910	-1.470000	-2.660000	1.190000	267.00	0.052683	-0.163913
0.53	4.00	2.00	1.00	0.75	0.25	1.75	0.00	3.25	0.50	0.25	0.25	1.00	3.75	5.50	1.00	0.75	-0.271484	0.066406	0.961914	-0.840000	0.490000	-0.420000	291.00	0.007639	-0.127817	2.25	1.25	0.25	0.75	0.00	2.50	0.00	3.00	0.00	0.00	0.00	1.50	4.25	6.50	0.50	0.25	-0.278809	0.076172	0.978027	-1.470000	-2.660000	1.260000	255.00	0.055445	-0.167145
